"file","Description"
"218.mp3","客籍畫家林享郎畢生追求繪畫夢想，儘管現年已80多歲了，他仍然不斷精進繪畫技巧，目前他在高雄文化中心推出夢想的距離創作展，總共53幅作品，以簡單的線條加上主觀的色彩，表現出他作畫時的不同心境。"
"219.mp3","高雄市美濃後生會為了服務鄉親，今天在美濃國中舉辦Hakka 動動親子闖關活動，現場近300位大小朋友，一起大跳客家運動操，同時還規畫了好玩又有趣的陸上盃親子龍舟賽，讓現場歡笑聲不斷。"
"220.mp3","花蓮吉安四寶是稻米、韭菜、龍鬚菜和芋頭，不過近年也開始有農民嘗試種金盞花，並且克服了病蟲害的問題，成功培育近2千株金盞花，還與花蓮唯一的保健作物加工廠合作，帶動地方農產加值。"
"221.mp3","因疫情停辦3年的桃園龍潭歸鄉文化節，系列活動端午連假登場，其中重頭戲市長盃龍舟賽，有超過百支隊伍報名參加，其中也有不少年輕人。"
"222.mp3","4天端午連假，臺北的華山劇場充滿濃濃客家味，不僅擺滿臺三線美食市集，客家歌手更是輪番上陣，帶來客家音樂饗宴，為將在6月24日登場的，第2屆浪漫臺三線藝術季暖場，而22日晚上，總統蔡英文，也按下象徵著啟動這趟公路旅行的方向盤喇叭，為藝術季揭開序幕。"
"223.mp3","繼花蓮鳳林，苗栗南庄、三義，嘉義大林、屏東竹田等五大慢城之後，臺東縣池上鄉公所正在計畫申請國際慢城認證，希望結合在地稻米景觀、藝文美學等特色，展現出慢城所提倡的慢食慢活生活理念。"
"224.mp3","池上坐擁伯朗大道、大坡池等自然景觀，成為國內知名觀光小鎮，每年年底舉辦的秋收稻穗藝術節，更吸引國內外遊客慕名前往，觀光蓬勃發展的同時，卻也衝擊在地居民的生活品質，趁著鄉公所計畫申請慢城認證的機會，居民也期盼藉由這次機會，與公部門共同檢視地方，改善觀光、交通、環境等面向不足的地方，讓池上能夠更貼近慢城的生活概念。"
"225.mp3","橫跨5縣市，場域長達150公里的第2屆浪漫臺三線藝術季，將從6月24日到8月27日盛大登場，長達65天的藝術饗宴，總共有三大展區，其中在第二展區，作品分布在苗栗的三灣、南庄、獅潭以及公館等地，而在公館的客家文學花園，也配合這次藝術季，首度對外公開，現在就來帶鄉親，先一睹這次藝術季的亮點作品。"
"226.mp3","接著向南走，來到浪漫臺三線的第三展區，苗栗卓蘭、臺中東勢，有藝術家汲取在地材料來創作，還有藝術家楊登棋、徐景亭回到故鄉，以自身生命經驗重新解構，醞釀出一件件視覺衝擊的創作，這些藝術家集結在地特色與環境，藉由藝術來詮釋客家文化精髓與底蘊。"
"227.mp3","芒草客語通稱管草，芒草四縣客語又稱娘花，海陸客語稱為娘婆花，目標推動傳統客庄景觀修復的花蓮縣初英山文化產業交流協會，就把芒草的運用置入社區課程中，教民眾動手做環保芒草掃把，推廣過去客庄生活智慧。"
"228.mp3","因應國家語言發展法上路實施，及111學年度起推動高級中等學校本土語文部定課程後師資的需求，教育部國教署成立高級中等學校本土語文教育資源中心，協助教師，通過河洛語、客語中高級認證，以及族語高級認證並取得授課資格。"
"229.mp3","歡喜扮戲團藝術總監彭雅玲與比利時籍導演，和澳洲籍音效導演合作，製作影片客家女聲Voices Of Hakka Women，日前再度在國際影展傳出好消息，入圍2023紐約國際女性影展。"
"230.mp3","東部最富盛名的東海岸大地藝術節，21日晚間正式開幕，今年東海岸國家風景區管理處，以越過第五道浪隱喻不要被打敗做為策展主題，邀請來自美、日、西班牙及臺灣，共6組藝術家，在東海岸駐地創作，而每逢月圓時舉辦的月光海音樂會，在7月3日也會邀請，曾獲金曲獎最佳客語專輯的春麵樂隊，登場表演。"
"231.mp3","新竹縣關西鎮臺三線路段，在深夜常有改裝機車高速行駛，製造出高分貝的噪音，嚴重影響當地居民睡眠品質，日前鎮公所和代表會聯合提案，要求警察局和環保局派人員，執行噪音檢測勤務，21日晚間在關西高中旁進行攔查，鎮公所也要求，未來要以定期和不定期方式進行取締。"
"232.mp3","端午連假第一天，不少人返鄉應景過節，藍綠兩黨參選人也趁這時候發出端午系列影片搶流量，國民黨總統參選人侯友宜，一早在IG上開直播立蛋，民進黨總統參選人賴清德，釋出前往桃園平鎮，和客庄媽媽們學包客家粽，開啟一場和客家美食的對話。"
"233.mp3","屏東縣高樹鄉公所21日舉辦苦楝樹下的小女孩新書發表會，這本書的作者楊俊雄於民國45年出生在高樹，書中他描述從小到大的生活記憶，有人物傳記、地方風俗與文化意象，是一本反映時代背景的寫實小說。"
"234.mp3","曾任客委會主委以及文化部長的政務委員李永得，已向行政院長陳建仁提出辭呈並將接任中央通訊社董事長。"
"235.mp3","苗栗縣西湖鄉文旦柚，今年4月間受最強春雨影響，導致正值開花結果的文旦柚，損失慘重，21日苗栗縣政府會同農政單位，現場會勘，發現文旦柚結果率不佳，將報請農委會申請天然災害現金救助，減少農友損失。"
"236.mp3","21日下午在新北青職基地有一場時尚大秀，特別的是這場時尚秀的設計師是一群學生，他們以客家山歌民謠做為靈感發想，結合永續時尚概念創作時裝，展現出客家人愛物惜物的精神。"
"237.mp3","2021年9月中國官方片面宣布，因多次驗出介殼蟲等有害生物，禁止臺東釋迦輸中後，讓超過95都外銷中國的臺東鳳梨釋迦價格崩盤，農民生計大受影響，臺東縣政府今年3月，自訂臺東鳳梨釋迦輸往大陸地區檢疫管理規範，成功把介殼蟲減少99以上後，就陸續與中國官方溝通，在20日正式獲得中國解禁，即日起開放釋迦輸中，不過由於合乎規範的包裝廠僅有3家，外銷供果園也僅有25家，也引起農民熱議。"
"238.mp3","說到新北市深坑，大家可能馬上想到的就是老街與豆腐，其實深坑位於景美溪上游，四周環山、汙染少，獨特的地形與水質，也造就這裡的綠竹筍產業，而新北市政府為了推廣深坑綠竹筍，也計畫在7月中下旬辦活動，讓民眾親自來體驗挖筍的樂趣。"
"239.mp3","迎接2023世界客家博覽會，客委會及桃園市政府邀請音樂創作人羅文裕創作主題曲，在21日發布MV主題曲Hakka New World，展現客家人遷徙至世界各地，發展出融合客家與當地文化的多元面貌。"
"240.mp3","公園設施成了民眾最期待的休閒空間，苗栗縣頭份市公所，利用新華里高鐵橋下空間，建置一座全齡公園，去年11月動工，目前多數工程已經完工，只是封鎖線還沒解開，由於暑假將到，民眾好奇何時啟用，頭份市公所則表示經過會勘，仍有細節需要調整，預估暑假期間將正式啟用。"
"241.mp3","2021年9月中國官方片面宣布，因多次驗出介殼蟲等有害生物，禁止臺東釋迦輸中後，讓超過95都外銷中國的臺東鳳梨釋迦價格崩盤，農民生計大受影響，臺東縣政府今年3月，自訂臺東鳳梨釋迦輸往大陸地區檢疫管理規範，成功把介殼蟲減少99以上後，就陸續與中國官方溝通，在昨天20日正式獲得中國解禁，即日起開放釋迦輸中，不過由於合乎規範的包裝廠僅有3家，外銷供果園也僅有25家，也引起農民熱議。"
"242.mp3","6月20日是世界難民日World Refugee Day，接下來一起關注人道議題，一場COVID-19大疫使得全球，都面臨通膨和人民流離失所的危機，全球至今有10分之1的人口正在挨餓。高雄市社會局響應臺灣世界展望會飢餓三十活動，希望喚起社會共同關心這項議題，多關心並扶助弱勢。"
"243.mp3","每年端午節前後都有許多時令水果，桃園觀音、新屋當地的哈密瓜，最近逐漸到了產量尾聲。日前新屋區舉辦評比活動，青農陳雅馳勇奪第一，在近年氣候不穩因素遽增的情況下，他仍勇於挑戰、選擇種哈密瓜，過程中也深刻體會照顧瓜果的辛苦，這次能奪得好成績，讓他欣慰這些日子的辛苦都有價值了。"
"244.mp3","苗栗縣長鍾東錦日前赴日，針對再生能源、儲能防災及長期照護等議題進行交流，今天20日舉行說明會。鍾東錦表示，此行對於再生能源這個部分很有收穫，希望未來苗栗能推展氫能源，而綜觀苗栗擁有豐富的溫泉資源，也可評估發展地熱發電。"
"245.mp3","新竹縣關西鎮日前鳳山溪自來水取水口，遭到事業廢溶液汙染事件，造成關西、新埔二鎮6400戶民眾的無水可用，引發民怨。國民黨立委林為洲今天20日邀集環保署及各相關單位，前往當地會勘。環保署表示，檢驗結果大約2週後出爐，並預定7月初將在公所召開公聽會，向民眾發布說明。"
"246.mp3","位於南投的埔里基督教醫院，2年前在南投縣國姓鄉衛生所成立物理治療所，提供鄉內的長輩不必舟車勞頓到其它鄉鎮復健，國姓鄉公所為了讓長輩得到更周全的服務，特別在南投縣政府的協助下，將原有的幼兒園建築規畫為復健場所，今天20日正式和埔里基督教醫院簽約，預計年底前可以運作。"
"247.mp3","偏鄉地區弱勢家庭較多，高雄杉林人鄭建華為了回饋鄉里，22年前從家鄉開始和一群愛心美髮師辦理義剪活動，如今義剪足跡遍及高屏地區，數以千計的弱勢學童及長輩，也因為受到專業服務，展現自信的笑容。"
"248.mp3","臺東鹿野高台舉辦已13年的國際熱氣球嘉年華活動，今天20日舉辦全球首顆可愛版媽祖造型熱氣球，升空祈福儀式，吸引上百位來自全國的媽祖信徒，搭乘媽祖球升空。"
"249.mp3","南投縣國姓鄉北山村，通往第6鄰種瓜巷農路，就位於國道6號北山交流道正下方，目前邊坡砌石擋土牆出現破洞，石塊不斷崩落，居民憂心如遇大雨恐怕會影響通行，因此發動陳情、希望獲得重視，呼籲地方上要有安全的通行道路。"
"250.mp3","明年1月13日將舉辦總統及立委選舉，雲林縣選委會與二崙鄉公所，共同舉辦新住民模擬投票教學活動，讓新住民朋友了解如何行使投票權，同時除了宣導反賄選之外，也教導正確的投票方式。"
"251.mp3","新竹縣新埔鎮有一間糕餅店，每年端午節前夕，總有顧客上門預訂客家粽，營養師提醒，粽子屬於高熱量食物，建議民眾品嚐時搭配高纖蔬果，幫助腸胃消化而且又能吃得健康。"
"252.mp3","苗栗縣政府近年來推動，明德水庫自行車專用道新建計畫及觀光環境整備計畫，19日舉辦觀光發展焦點論壇，邀請產官學界專家探討明德水庫觀光特色，客委會主委楊長鎮表示，希望公部門和地方共同合作，再次帶起水庫觀光。"
"253.mp3","為了提供民眾更便利的洽公環境，高雄市六龜區公所，將進行聯合行政中心新建工程，公所內部也從6月開始，陸續進行搬家作業，新的服務地點，將從7月3日起改在大津山訓中心。"
"254.mp3","因應國家語言發展法的通過，自111學年度起，高中一年級學生須修習本土語課程，包含客家語、臺灣手語和各原住民族語等，桃園市立大溪高中特別開辦手語課程，把生活情境融入課程中，提升學生的學習動機和成效。"
"255.mp3","國際獅子會捐贈苗栗縣頭份市衛生所一輛廂型貨車，希望未來協助頭份市衛生所，前往苗北地區提供公共衛生的服務，為基層公衛事務增加助力。"
"256.mp3","高雄市鳳山區客家人口，有7萬2千多人，是全高雄客家人口最多的地方，為了打破族群的藩籬，高雄市客委會18日，在鳳山婦幼青少年活動中心舉辦好客迎端午、包粽齊飄香活動，讓更多人感受客家文化的魅力。"
"257.mp3","南投縣政府文化局，為推廣南投客家文化節系列活動，特別集結縣內客家鄉親的力量，組成一個快閃團隊，今天18日上午到臺中市市民廣場，進行快閃宣傳表演，成功吸引在場民眾目光，為南投客家活動強力行銷。"
"258.mp3","週日午後，在臺北市有場客家文學盛宴，來自北中南各路寫手，共同參加2023客家詩歌節，客家兒童文學獎也在詩歌節現場同步進行頒獎，評審老師點評，認為今年學生組的客家創意，結合生活經驗，讓人驚豔。"
"259.mp3","根據雲林縣政府的統計，二崙鄉的客家人口超過55，但多數已經不會說客家話，為此二崙鄉公所特別舉辦客話講故事推廣計畫，透過客家歌謠、繪本故事為媒介，引導親子一起學習客家文化。"
"260.mp3","端午節即將到來，臺東縣政府民政處，今天18日在臺東市客家學堂，舉辦五月節客城粽藝活動，除了讓親子共學包粽子，還邀請歡喜扮戲團及臺東講客少年團，共演客家女聲，分享客語詩書寫的生命故事。"
"261.mp3","為了讓技職學生未來有更多的出路，中壢啟英高中與醒吾科大及寵物公司攜手合作，開辦寵物美容學程，校長彭昭勳表示開辦學程，為寵物美容產業專業技術訓練把關，在產、學攜手合作，輔導學生考取專業證照，讓學生未來就業市場更寬廣。"
"262.mp3","最近是綠竹筍的產季，但南部綠竹筍因為乾旱缺雨，產量減少價格貴，但新竹綠竹筍則因雨水適中，產量比往年增加約3分之1，光是寶山就有將近1千公噸產量，新竹縣寶山鄉公所與農會，今天18日舉辦夏日寶山綠筍季活動，吸引民眾到場選購綠竹筍。"
"263.mp3","南投客家文化節活動，昨天17日晚間在中寮國中大禮堂，由國立臺灣戲曲學院客家戲學系學生，帶來精彩的戲曲演出，同時還有服裝和道具的體驗，希望藉由這樣的互動，讓更多年輕學子，可以透過客家戲曲，進而認識客家文化。"
"264.mp3","臺灣陶瓷藝術協會，在苗栗縣政府文觀局開展，展出上百件陶瓷創作，其中雲林科技大學副教授游元隆，運用AI生成技術發表陶瓷創作，希望為臺灣陶瓷產業注入新能量。"
"265.mp3","雲林縣大埤鄉的三山國王廟，屬於雲林縣定古蹟，因香火鼎盛，也分靈到東南亞許多國家，今天17日就有馬來西亞的客家鄉親，帶著三山國王的神祇，來到臺灣的祖廟會香，藉由宗教促進雙方人員交流。"
"266.mp3","東部193線道瑞穗玉里段又稱為樂德公路，全長20公里，緊鄰縱谷稻田區，沿途還種植阿勃勒與鳳凰木兩種行道樹，每到夏季開花時節一片繽紛，吸引不少遊客前來祕境拍照打卡。"
"267.mp3","苗栗縣立興華中學同學裴沛綺，是新住民二代，熱愛繪畫的她也是興華中學，國中部八年級的美術班資優生，征戰無數美術比賽獲得獎項，這次她參與移民署的圓夢計畫，除了舉辦個人畫展，也將捐出以頭份為題的作品義賣，回饋協助過她的苗栗家扶中心。"
"268.mp3","有125年校史的屏東內埔國小以韓愈文化為主軸，打造出全臺灣唯一的韓愈文化校園，今天17日在屏東佛光緣美術館，舉辦學生畢業展噹噹噹！上客了，展出六堆客家風情，諺語、盤花等客家印象的藝術創作。"
"269.mp3","端午節快到了，高雄市杉林區公所結合慈善單位愛心，首次發動認養全區愛心粽活動，今明兩天總共有150多位志工，在8個里9個社區齊心包愛心粽，分送給區內弱勢家庭和獨居長輩。"
"270.mp3","臺東鳳梨釋迦被中國禁銷2年，今天17日民進黨總統參選人賴清德，在臺東信賴臺灣之友會時，批評中國政府把農產品當武器，他將與日本建立緊密關係，未來要把東部農產品，能直接銷往日本沖繩、石垣島。"
"271.mp3","新竹縣關西鎮這幾天爆發水汙染事件，在鳳山溪上游有民眾發現工廠排放廢棄溶液，廢水使得整條溪變成了調色盤還臭氣沖天，這起事件導致關西、新埔，部分地區停水3天 引爆民怨，目前新竹縣政府已撤銷排放業者公司工廠登記，檢調也已介入調查。"
"272.mp3","澎湖七美的雙心石滬，是民眾拍照、打卡的熱門景點，而除了臺灣、日本、韓國和斐濟等多個國家，也有石滬文化，文化部和中央大學合辦的2023石滬保存維護國際研討會，邀請多國學者以保存石滬的經驗和研究相互交流，並實際去看石滬群，其中國外學者對臺灣從民間發起，由下而上守護石滬的精神，為之驚豔。"
"273.mp3","端午節前，桃園寶貝潛能發展中心邀請臺灣公益廚師協會的廚師，帶領身心障礙學員包粽，透過民俗活動，將文化節慶內容融入課程中，而包好的粽子，學員也能帶回家跟家人分享。"
"274.mp3","匈牙利首都布達佩斯，歡慶建城150週年，邀請臺灣文化總會與紙風車劇團，前往舉辦臺灣歐趴 文化遶境藝術巡演，知名劇團山宛然劇團，特別演出經典的哪吒鬧龍宮，團長黃武山這次隨團擔任布袋戲指導，由於巡演也邀請在匈牙利境內的烏克蘭民眾一同觀賞，表演團隊也希望以具體行動，支持匈牙利境內的烏克蘭難民。"
"275.mp3","臺27線六龜到大津段今年4月正式通車，沿路保留下來的200多棵芒果樹，成為在地一大特色，今年5月地方曾經舉辦採芒果活動，希望帶動地方觀光，不過因為芒果數量不少，社區民眾希望以安全做為考量定期修枝，確保用路人的安全。"
"276.mp3","可可是近年來屏東的新興產業，縣政府為此還建置可可巧克力園區，而經營團隊也計畫在園區，打造全臺第一座巧克力圖書館，並推出募書計畫，民眾贈書還能免費喝咖啡。"
"277.mp3","屏東農村再生社區推動餐桌計畫，16日屏東縣府特別邀請，法式料理主廚簡天才，共同將屏東在地食材重新詮釋，大家一起發揮巧思，讓社區物產成為美味的法式餐點。"
"278.mp3","因應20年來環境變化，花蓮縣府與東華大學，展開花蓮縣志自民國63年出版以來第4次的續修計畫，將在原本的歷史、自然等8篇綱目上，再擴增觀光與人物兩篇，凸顯花蓮特色，預計2026年完成後，還要透過史料數位化增加流通性。"
"279.mp3","南投客家文化節這個週末即將啟動，今年縣府特別編列預算擴大舉辦，縣長許淑華也允諾，未來將和各鄉鎮公所密切合作，讓客家活動可以越辦越好，而原本活動是兩年舉辦一次，但地方也積極爭取明年可以續辦。"
"280.mp3","苗栗縣通霄鎮白沙屯、新埔漁港，常有漁民出海捕魚，漁港基礎建設老舊，加上風飛沙情況嚴重，常阻礙捕魚作業，立委邀請漁業署官員會勘，苗縣府提出7項苗栗漁港建設計畫，初步獲得漁業署支持。"
"281.mp3","油甘果早期被客家人，拿來當零嘴食用，苗栗農工學生特別以油甘為主題，探討油甘的抗氧化能力，這次參加全國高中桃竹苗區科展，獲得特優殊榮，將代表進軍全國賽，希望透過科展讓更多人認識，客庄先民智慧結晶。"
"282.mp3","客家電視20週年，所打造的客家流行音樂大型演唱會客家製譟，17日晚間將在臺北流行音樂中心登場，回顧客家音樂從傳統山歌，走上流行樂的舞台，歷經40多個年頭，發展出多元豐富的風格，客家音樂主流化之路，除了創作者接受更多資訊之外，政府投入資源與平台，也成了重要推手，而樂評人也預測，隨著AI工具的發展，母語元素的歌曲，也將呈現不一樣的嶄新風貌。"
"283.mp3","關西老街除了有古色古香的建築，你曾注意到嗎？街道上的各個招牌都別具特色，這要說到許久以來，老街上招牌林立甚至顯得混亂，客委會從107年開始在關西鎮，推動客庄街道景觀改善和招牌改造政策，邀請在地設計團隊，和店家攜手進行小招牌運動，如今4年多過去，經改造後的街景有了全新風貌，招牌更有溫度和人情味。"
"284.mp3","新竹北埔老街是熱門戲劇茶金的拍攝地，引起茶金熱潮後，帶動北埔老街更加熱鬧，不過也由於大批觀光客開始湧入，在地文史單位與團體出面發表意見，提出老街商圈出現垃圾、環境髒亂，噪音、停車亂等狀況，希望能逐步規畫改善，客家新聞今天製作北埔要改造專題，帶您來看客家老街的問題，政府與民間又該如何通力合作，解決這部分的問題。"
"285.mp3","為了提升北埔老街整體景觀，北埔鄉公所在北埔老街街區，做了招牌及立面改造計畫，地方人士也為老街努力創造更多的空間，讓客家北埔的後生可以在這裡深耕、永續經營發展，帶動整個商圈商機，同時抗日英雄姜紹祖的後人，也將提供場地打造姜紹祖紀念公園，用力推廣臺三線沿線的客家小鎮。"
"286.mp3","國立屏東大學樂齡大學，本年度共有97位學員結業，其中3分之1成員，年齡超過70歲，今天15日舉辦結業典禮，除了頒授結業證書及表揚全勤學員，銀髮族學員，還展出自己的學習成果，呈現活到老學到老的精神。"
"287.mp3","嘉南藥理大學餐旅系學生賴建君是來自苗栗的客家子弟，日前參加第9屆泰國終極廚師挑戰賽，在參賽前就想將客家特色帶上國際舞台，結果他融入從小熟悉的客家風味，以一道金桔乾鴨肉餐獲得銅牌獎。"
"288.mp3","桃園楊梅有一位粄食製作師傅，努力將當初傳承自父親的粄食家業，接續傳給兒子接手，而且透過尋找創新的元素，跟堪稱新世代兒子共同參與，要把已經超過60年歷史的家傳功夫，以古老的手藝與現代生活持續連結。"
"289.mp3","端午節即將到來，各種應景的粽子出籠上市，其中客家口味的粄粽，因為延續了菜包簡單的味道，深受消費者青睞，有其他縣市的民眾，還會特地打電話到客家庄訂購，就是為了一嚐客家美食。"
"290.mp3","南投縣政府衛生局和彰化基督教醫療體系合作，在水里鄉設置夜間急診救護站，經過3個月時間，發現民眾確實有這樣的需求，所以決定遷移到水里鄉衛生所，讓服務場地可以更寬敞，同時能夠進駐更多醫療設備，為水里、信義等地區的民眾，提供更完善的服務。"
"291.mp3","伯公是客家人最親近的神明，在高雄旗山大林里的埔羌林地區，有一座超過百年歷史，以傳統建築形式興建的田頭伯公，在地的雞油樹下客屬協會實地探勘，確認這座伯公，是過去客家移民落腳旗山開墾的見證。"
"292.mp3","鳳凰花開又到了畢業季節，桃園市平鎮區宋屋國小，今天14日為第87屆93名畢業生舉辦畢業典禮，特別的是學校邀請，今年103歲的第一屆校友黃哲沐參加今年的典禮，校方也特地將日治時期第一號卒業證書裱框致贈，讓老先生與畢業生一起接受大家的祝福。"
"293.mp3","為傾聽地方心聲，客委會舉辦全國客家會議，今天14日在苗栗縣政府進行首場分區會議，除了針對國家客家發展計畫進行說明，也邀請客語為通行語，評比優等的苗栗縣政府，簡報客語推動現況，並聆聽在地專家學者建言，納入未來擬定計畫方向，讓客語成為民眾日常生活的主流用語。"
"294.mp3","第二屆浪漫臺三線藝術季即將開跑，這次找來知名連鎖超商業者，以花啦嗶啵客家way為主題，用臺三線的在地特產做為發想，推出12款聯名產品，滿足民眾三餐，甚至是宵夜、點心的需求，14日起，將在全臺4千多家門市開賣。"
"295.mp3","屏東縣竹田鄉花6年時間，在2022年取得國際慢城認證，小農村生活態度獲肯定，成為全球第278座，全臺第5座國際慢城，為了更深入了解竹田鄉地方特色以及潛在問題，14日竹田鄉公所與高雄科技大學簽訂USR合作備忘錄，協助推動竹田鄉國際慢城。"
"296.mp3","今年年初中南部因乾旱缺水，導致臺中地區的柑橘出現生理落果的現象，最嚴重的剩下不到2成，農政單位表示，統計臺中市柑橘災損面積若達到2成以上，將給予天然災害現金救助。"
"297.mp3","苗栗縣頭份市青創1號基地樂客茶館，結合苗栗縣內6種在地農產品，調製出具有頭份地方特色的島嶼花草果咖啡，其中用頭份生產的黑豆，調製的黑豆咖啡，更獲得有食品界米其林封號的比利時iTQi國際風味評鑑所評鑑為，2023國際風味絕佳獎2星獎章，讓客庄的味道獲得國際大獎肯定。"
"298.mp3","花蓮玉里鎮是臺灣最大稻鎮，一共3200公頃的稻米區中，有超過4分之1，約800公頃是在春日里，今年復辦神農慶典，當地社區還自組車隊遶境，包括原客居民都來共襄盛舉，祈求五穀爺護佑農民之外，也希望這樣族群共融的文化，可以傳揚下去。"
"299.mp3","雲林縣崙背國小是崙背鄉人數最多的小學，其附設幼兒園辦理客語生活學校，教導小朋友說詔安客語，經過3個多月的學習，今天13日舉辦客語發表會，讓家長了解小朋友學了些什麼。"
"300.mp3","苗栗一名身障學生姚宥米，曾在國小期間，挑戰走訪千小學全臺百里挑戰計畫，完成紀錄還獲得總統教育獎，升上國中後又繼續挑戰，不僅泳渡日月潭，完成3公里迷你馬拉松路跑，還遠到丹麥參加國際腦麻競速車競賽，勇奪3面金牌，今年再度獲得總統教育獎的肯定。"
"301.mp3","屏東縣竹田鄉客家樂舞協會總幹事劉秋琴，是從臺北嫁到竹田的客家媳婦，一開始她不會講客話，但秉持著一股熱情還成立樂舞團，劉秋琴很有心、自費學習川劇變臉，她靈機一動，將〈客家子弟〉這首歌結合川劇變臉，創新客家表演藝術。"
"302.mp3","每年農曆4月26是五穀爺，也就是神農大帝誕辰，花蓮縣玉里鎮有74年歷史的春日五穀宮，睽違4年後，今天13日重新恢復舉辦神農祭，從早到晚都有熱鬧的祝壽活動，這也是春日當地相當重要的客家信仰文化祭典。"
"303.mp3","新竹縣竹北市一家麵食館，僱用一名身障生，在今年3月工作時因滾燙湯桶傾倒，造成小腿嚴重燙傷，由於雇主沒有進行職災後續處理，有縣議員就針對雇主的行為，追究相關責任，雇主坦承並未為這名勞工投保勞健保，目前這起事件正由新竹縣勞工處，持續進行協調。"
"304.mp3","接下來要介紹一條，適合親子同遊的路線，一起順著平鎮老街溪沿岸，了解客家文化，桃園市社區營造協會在老街溪右岸龍德米庄，舉辦跈等河壩行活動，理事長表示透過和社區合作，帶領大小朋友發現在地人文足跡，在互動交流中產生客家文化情感。"
"305.mp3","高雄杉林的新庄里客家人約有8成，旗美社區大學與在地庄民合作，透過深入訪談和整理，一起寫出了行揫做屋──楠仔仙上來尞一書，生動又豐富人文的紀錄，讓地方人相當感動。"
"306.mp3","南投縣國姓鄉國姓國中，今天13日舉辦第65屆暨補校第8屆畢業典禮，現場所有觀禮者的目光，都集中在補校的8位畢業生身上，其中有1位是高齡80歲的阿婆，其餘7位都是新住民姐妹，南投縣長許淑華特別給予肯定，期勉在校生以她們為榜樣，持續學習、豐富人生。"
"307.mp3","南投縣國姓鄉長流村的自來水管線末端，到今天還有10幾戶鄉親，因為地勢比較高，所以遲遲都沒有自來水可用，到目前為止都還要依靠抽溪水生活，在乾旱情況越來越嚴重的情形下，讓居民生活更加艱難，鄉親們透過民代來陳情，希望縣府等單位，可以協助解決接管問題。"
"308.mp3","受疫情影響，停辦2年的客家成長禮今年復辦，12日邀集4縣市20所學校，總計6百多位國小畢業生，在臺灣客家文化館進行成長禮儀式，活動中還同時發表客家歌手曾仲瑋，為客家成長禮創作的客家版畢業歌，讓畢業生在音樂聲中，感受更多客家文化的內涵。"
"309.mp3","桃園楊梅有一位粄食製作師傅，努力將當初傳承自父親的粄食家業，接續傳給兒子接手，而且透過尋找創新的元素，跟堪稱新世代兒子共同參與，要把已經超過60年歷史的家傳功夫，以古老的手藝與現代生活持續連結。"
"310.mp3","近期全臺MeToo運動延燒，不少曾經遭遇過性騷的人，都站出來痛揭自己的遭遇，金曲歌王黃連煜，近日也捲入MeToo風暴，一名網友PO文指涉曾遭偶像性侵，對此黃連煜12日發布聲明駁斥，強調性侵絕非事實，表示網路貼文帳號未具真實姓名，是無端指控，同時間有歌手發表聲援，表示對於犯罪零容忍，並以自己也曾遭遇性騷擾，提醒大家提高自我警覺。"
"311.mp3","近期全臺MeToo運動延燒，不少曾經遭遇過性騷的人，都站出來痛揭自己的遭遇，金曲歌王黃連煜，近日也捲入MeToo風波，一名網友在網路上指名影射曾遭性侵，對此經過幾天，黃連煜12日上午發布正式聲明駁斥，強調性侵絕非事實，而行政院預計8月提出性平三法修法草案，民進黨立委上午開公聽會，檢視現行性騷擾申訴機制的漏洞。"
"312.mp3","學生的文化素養和英語溝通能力都很重要，屏東縣政府客家事務處，6月11日起辦理3場客英雙語劇場巡演，無共樣也OK創意互動式劇場表演，小朋友看得相當開心。"
"313.mp3","今年是臺灣歌謠之父鄧雨賢117歲冥誕，新竹縣政府舉辦第三屆四月望雨客語填詞活動，邀請全國創作者踴躍投稿參賽，希望讓鄧雨賢的代表作品四季紅、月夜愁、望春風及雨夜花，能以客語歌詞風華再現，吸引不諳客語者也喜歡客家歌，7月5日開始將進行網路投票，獲得名次的作品，將在今年鄧雨賢紀念音樂會表演。"
"314.mp3","南投縣埔里鎮公所，為促進社區居民參與，公共事務及社區營造，辦理112年埔里鎮公民審議及參與式預算提案票選活動，由社區居民提案，接著召開住民大會，最終由公民投票決定執行方案，今天11日麒麟社區居民，踴躍參與投票活動，成功喚起居民參與在地議題。"
"315.mp3","端午節即將到來，新竹縣龍舟比賽今年總共有23隊參賽，卻是近幾年報名組隊最少的一年，但為了讓選手們能夠提前熟悉環境，主辦單位特地從今天11日起，開放新豐池和湖比賽場地，讓參賽隊伍練習划龍舟技巧，希望能在比賽時爭取好成績。"
"316.mp3","鯉魚山位在臺東市中心，雖然面積僅有16公頃，卻是臺東市的綠肺，早在日治時期就被列為保安林到現在，臺東林管處在今天11日就在山腳下舉辦保安林市集活動，要讓民眾一同認識鯉魚山的生態環境、樹木復育及歷史文化。"
"317.mp3","客家小炒全國爭霸賽中區初賽，11日在苗栗特色館熱鬧登場，30組來自苗栗、臺中、彰化、南投料理高手相互較勁，分別以傳統、創意客家小炒競賽，經過激烈的評比，最後由來自臺中的御饌臻品，以道地的客家小炒及特色十足的花瓶酥、米手卷，拿下中區冠軍。"
"318.mp3","臺北客家書院112年度第一學期成果展，以母語‧土地‧共榮為主題，11日除了近300學生，以精彩表演展示學習成果，還首次舉辦，具檔期、展至26日的靜態作品展覽，讓民眾有機會慢下腳步欣賞學員創作。"
